DRX044425	CTCF	Blood	T cells	sample_name=003_ED_ChIP_CTCF_1	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 1
DRX044426	CTCF	Blood	T cells	sample_name=004_ED_ChIP_CTCF_2	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 2										
SRX11646091	AR	Prostate	Prostate	source_name=Normal Prostate	tissue=Normal Prostate	gleason score=-	tissue block size=4 x 4 mm	treatment=Untreated	ancestry=African								
SRX11646092	AR	Prostate	Prostate	source_name=Normal Prostate	tissue=Normal Prostate	gleason score=-	tissue block size=5 x 3 mm	treatment=Untreated	ancestry=African								
SRX11646094	AR	Prostate	Prostate	source_name=Normal Prostate	tissue=Normal Prostate	gleason score=-	tissue block size=5 x 4 mm	treatment=Untreated	ancestry=African								
SRX11646096	AR	Prostate	Prostate	source_name=Normal Prostate	tissue=Normal Prostate	gleason score=-	tissue block size=7 x 3 mm	treatment=Untreated	ancestry=African								
SRX11646098	AR	Prostate	Prostate	source_name=Normal Prostate	tissue=Normal Prostate	gleason score=-	tissue block size=4 x 3 mm	treatment=Untreated	ancestry=African								
SRX11646100	AR	Prostate	Prostate	source_name=Normal Prostate	tissue=Normal Prostate	gleason score=-	tissue block size=6 x 2 mm	treatment=Untreated	ancestry=African								
SRX11646102	AR	Prostate	Prostate	source_name=Normal Prostate	tissue=Normal Prostate	gleason score=-	tissue block size=5 x 3 mm	treatment=Untreated	ancestry=African								
SRX11955265	AFF1	Epidermis	Keratinocytes	source_name=primary human neonatal keratinocytes	cell type=undifferentiated keratinocytes	treatment=N/A											
SRX11955266	AFF1	Epidermis	Keratinocytes	source_name=primary human neonatal keratinocytes	cell type=undifferentiated keratinocytes	treatment=N/A											
SRX11955267	HEXIM1	Epidermis	Keratinocytes	source_name=primary human neonatal keratinocytes	cell type=undifferentiated keratinocytes	treatment=N/A											
SRX12027417	EBF1	Blood	B-cell (CD19+)	source_name=EBF1 ChIP of CD19+ human primary B cells	cell type=CD19+ B cells												
SRX12027421	EBF1	Blood	B-cell (CD19+)	source_name=EBF1 ChIP of CD19+ human primary B cells	cell type=CD19+ B cells												
SRX12027422	EBF1	Blood	B-cell (CD19+)	source_name=EBF1 ChIP of CD19+ human primary B cells	cell type=CD19+ B cells												
SRX12118509	POU2F2	Blood	Naive B cells	source_name=naïve B-cells	treatment=NA	tissue=tonsil	cell type=naive B-cells	knock down=NA									
SRX12151157	GATA1	Blood	CD34+	source_name=D12_HiChIP_GATA1	tissue=cord blood	cell type=Day12 CD34+ cells											
SRX12151158	GATA1	Blood	CD34+	source_name=D12_HiChIP_GATA1	tissue=cord blood	cell type=Day12 CD34+ cells											
SRX12151159	KLF1	Blood	CD34+	source_name=D12_HiChIP_KLF1	tissue=cord blood	cell type=Day12 CD34+ cells											
SRX12151160	KLF1	Blood	CD34+	source_name=D12_HiChIP_KLF1	tissue=cord blood	cell type=Day12 CD34+ cells											
SRX12357927	AHR	Blood	Hematopoietic Stem Cells	source_name=Hematopoietic stem/progenitor cells (HSPCs)	cell type=Umbilical cord blood-HSPCs	culture period=Day 14	treatment=DMSO										
SRX12387243	EGR1	Blood	CD34 Hematopoietic stem cells	source_name=CD34+ Hematopoietic and Stem Progenitor Cell	shRNA=NA	days post shrna infection=NA	cell type=CD34+ Hematopoietic and Stem Progenitor Cell										
SRX12387244	EGR1	Blood	CD34 Hematopoietic stem cells	source_name=CD34+ Hematopoietic and Stem Progenitor Cell	shRNA=NA	days post shrna infection=NA	cell type=CD34+ Hematopoietic and Stem Progenitor Cell										
SRX12387245	EGR1	Blood	CD34 Hematopoietic stem cells	source_name=CD34+ Hematopoietic and Stem Progenitor Cell	shRNA=NA	days post shrna infection=NA	cell type=CD34+ Hematopoietic and Stem Progenitor Cell										
SRX12387246	EGR1	Blood	CD34 Hematopoietic stem cells	source_name=CD34+ Hematopoietic and Stem Progenitor Cell	shRNA=NA	days post shrna infection=NA	cell type=CD34+ Hematopoietic and Stem Progenitor Cell										
SRX12412430	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=00 Hours (T00)	cell type=ASCs on the day of differentiation induction	replicate=Rep1										
SRX12412431	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=00 Hours (T00)	cell type=ASCs on the day of differentiation induction	replicate=Rep2										
SRX12412434	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=72 Hours (T72)	cell type=ASCs on 72 hours after adipogenic induction	replicate=Rep1										
SRX12412435	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=72 Hours (T72)	cell type=ASCs on 72 hours after adipogenic induction	replicate=Rep2										
SRX12567770	TBP	Epidermis	Foreskin	source_name=Primary human foreskin fibroblast (HFF)	cell type=HFF	treatment=untreated	condition=Low Salt	exp=4									
SRX12567772	HHV UL87	Epidermis	Foreskin	source_name=Primary human foreskin fibroblast (HFF)	cell type=HFF	treatment=untreated	condition=Low Salt	exp=4									
SRX12567778	TBP	Epidermis	Foreskin	source_name=Primary human foreskin fibroblast (HFF)	cell type=HFF	treatment=untreated	condition=Low Salt	exp=5									
SRX12567779	TBP	Epidermis	Foreskin	source_name=Primary human foreskin fibroblast (HFF)	cell type=HFF	treatment=untreated	condition=Low Salt	exp=5									
SRX12567782	HHV UL87	Epidermis	Foreskin	source_name=Primary human foreskin fibroblast (HFF)	cell type=HFF	treatment=untreated	condition=Low Salt	exp=5									
SRX12698888	NR4A1	Blood	Dendritic Cells	source_name=CD1c+ DCs	cell type=CD1c+ dendritic cell	tissue=Periperal blood	replicate=1	treatement=unstimulated									
SRX12698889	NR4A2	Blood	Dendritic Cells	source_name=CD1c+ DCs	cell type=CD1c+ dendritic cell	tissue=Periperal blood	replicate=1	treatement=unstimulated									
SRX12698890	NR4A3	Blood	Dendritic Cells	source_name=CD1c+ DCs	cell type=CD1c+ dendritic cell	tissue=Periperal blood	replicate=1	treatement=unstimulated									
SRX12698896	NR4A1	Blood	Dendritic Cells	source_name=CD1c+ DCs	cell type=CD1c+ dendritic cell	tissue=Periperal blood	replicate=2	treatement=unstimulated									
SRX12698897	NR4A2	Blood	Dendritic Cells	source_name=CD1c+ DCs	cell type=CD1c+ dendritic cell	tissue=Periperal blood	replicate=2	treatement=unstimulated									
SRX12698898	NR4A3	Blood	Dendritic Cells	source_name=CD1c+ DCs	cell type=CD1c+ dendritic cell	tissue=Periperal blood	replicate=2	treatement=unstimulated									
SRX12698904	NR4A1	Blood	Dendritic Cells	source_name=CD1c+ DCs	cell type=CD1c+ dendritic cell	tissue=Periperal blood	replicate=3	treatement=unstimulated									
SRX12698905	NR4A2	Blood	Dendritic Cells	source_name=CD1c+ DCs	cell type=CD1c+ dendritic cell	tissue=Periperal blood	replicate=3	treatement=unstimulated									
SRX12698906	NR4A3	Blood	Dendritic Cells	source_name=CD1c+ DCs	cell type=CD1c+ dendritic cell	tissue=Periperal blood	replicate=3	treatement=unstimulated									
SRX13005477	CTCF	Cardiovascular	Right ventricle	tissue=heart right ventricle	sample type=tissue	dev_stage=adult	age=56 year	donor ID=ENCDO907YUG	health state=PGD								
SRX13005478	CTCF	Cardiovascular	Right ventricle	tissue=heart right ventricle	sample type=tissue	dev_stage=adult	age=56 year	donor ID=ENCDO907YUG	health state=PGD								
SRX13005511	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=89 year	donor ID=ENCDO707TUE									
SRX13005512	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=89 year	donor ID=ENCDO707TUE									
SRX13005553	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=90 or above year	donor ID=ENCDO101GPB									
SRX13005554	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=90 or above year	donor ID=ENCDO101GPB									
SRX13006334	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO637GUS									
SRX13006335	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO637GUS									
SRX13006441	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=81 year	donor ID=ENCDO097MEH									
SRX13006442	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=81 year	donor ID=ENCDO097MEH									
SRX13006465	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=84 year	donor ID=ENCDO461DJY									
SRX13006466	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=84 year	donor ID=ENCDO461DJY									
SRX13006476	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=88 year	donor ID=ENCDO151OJB									
SRX13006477	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=88 year	donor ID=ENCDO151OJB									
SRX13006600	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=88 year	donor ID=ENCDO070VNS									
SRX13006601	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=88 year	donor ID=ENCDO070VNS									
SRX13006634	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=87 year	donor ID=ENCDO940VNT									
SRX13006635	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=87 year	donor ID=ENCDO940VNT									
SRX13006665	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO359XWR									
SRX13006666	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO359XWR									
SRX13006674	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO672KST									
SRX13006675	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO672KST									
SRX13006695	CTCF	Others	Adrenal Glands	sample_type=tissue	tissue=adrenal gland	dev stage=adult	age=41 year	donor ID=ENCDO575WHY	health state=DM: no; HTN: no; CAD: no								
SRX13006696	CTCF	Others	Adrenal Glands	sample_type=tissue	tissue=adrenal gland	dev stage=adult	age=41 year	donor ID=ENCDO575WHY	health state=DM: no; HTN: no; CAD: no								
SRX13006697	CTCF	Others	Adrenal Glands	sample_type=tissue	tissue=adrenal gland	dev stage=adult	age=41 year	donor ID=ENCDO575WHY	health state=DM: no; HTN: no; CAD: no								
SRX13006698	CTCF	Others	Adrenal Glands	sample_type=tissue	tissue=adrenal gland	dev stage=adult	age=41 year	donor ID=ENCDO575WHY	health state=DM: no; HTN: no; CAD: no								
SRX13006733	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=83 year	donor ID=ENCDO832DBZ									
SRX13006734	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=83 year	donor ID=ENCDO832DBZ									
SRX13006782	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO201EUI									
SRX13006783	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO201EUI									
SRX13006799	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=88 year	donor ID=ENCDO669IVL									
SRX13006800	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=88 year	donor ID=ENCDO669IVL									
SRX13006802	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=74 year	donor ID=ENCDO907CMO									
SRX13006803	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=74 year	donor ID=ENCDO907CMO									
SRX13007268	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=71 year	donor ID=ENCDO570AKP									
SRX13007270	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=71 year	donor ID=ENCDO570AKP									
SRX13007612	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=87 year	donor ID=ENCDO354SJE									
SRX13007613	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=87 year	donor ID=ENCDO354SJE									
SRX13007628	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO915WZE									
SRX13007629	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO915WZE									
SRX13007634	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=83 year	donor ID=ENCDO592ZWW									
SRX13007635	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=83 year	donor ID=ENCDO592ZWW									
SRX13007647	CTCF	Cardiovascular	Left ventricle	tissue=heart left ventricle	sample type=tissue	dev_stage=adult	age=43 year	donor ID=ENCDO967KID	"health state=nonischemic (EF 23%, LVEDD 6.1; RV moderate dilation, normal function)"								
SRX13007677	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO754RFQ									
SRX13007678	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO754RFQ									
SRX13008004	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO006DAA									
SRX13008005	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO006DAA									
SRX13008031	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO660TGP									
SRX13008032	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO660TGP									
SRX13008082	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO847KYQ									
SRX13008083	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO847KYQ									
SRX13008135	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO153NUY									
SRX13008136	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=90 or above year	donor ID=ENCDO153NUY									
SRX13008162	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=87 year	donor ID=ENCDO640RUC									
SRX13008163	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=87 year	donor ID=ENCDO640RUC									
SRX13008275	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO033BMB									
SRX13008276	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO033BMB									
SRX13008420	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=89 year	donor ID=ENCDO830KFO									
SRX13008421	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=89 year	donor ID=ENCDO830KFO									
SRX13008436	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=90 or above year	donor ID=ENCDO471EKG									
SRX13008437	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=90 or above year	donor ID=ENCDO471EKG									
SRX13008451	CTCF	Others	Spleen	sample type=tissue	tissue=spleen	health state=DM: no; HTN: no; CAD: no	dev_stage=adult	age=26 year	donor ID=ENCDO221IPH								
SRX13008452	CTCF	Others	Spleen	sample type=tissue	tissue=spleen	health state=DM: no; HTN: no; CAD: no	dev_stage=adult	age=26 year	donor ID=ENCDO221IPH								
SRX13008453	CTCF	Others	Spleen	sample type=tissue	tissue=spleen	health state=DM: no; HTN: no; CAD: no	dev_stage=adult	age=26 year	donor ID=ENCDO221IPH								
SRX13008464	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=78 year	donor ID=ENCDO236YSH									
SRX13008465	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=78 year	donor ID=ENCDO236YSH									
SRX13008682	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=87 year	donor ID=ENCDO423GGP									
SRX13008683	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev stage=adult	age=87 year	donor ID=ENCDO423GGP									
SRX13008767	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=87 year	donor ID=ENCDO203ASI									
SRX13008768	CTCF	Neural	Frontal cortex	sample_type=tissue	tissue=middle frontal area 46	dev stage=adult	age=87 year	donor ID=ENCDO203ASI									
SRX13008776	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46	sample type=tissue	dev_stage=adult	age=90 or above year	donor ID=ENCDO448YMQ									
