Experiment,source_name,tissue,chip_antibody,Library Name,cell_type,cell_line,Individual,isolate,AGE,genotype,Experimental_Factor:_immunoprecipitate (exp),Developmental_stage,Organism_part,disease,sample_type,Experimental_Factor:_compound (exp),donor_id,metastatic_site,dev_stage,health_state,treatment,disease_stage,Source,Experimental_Factor:_dose (exp),disease_state,hbv_genotype,antibody,ChIP,chip_antibody_vendor,replicate,genotype/variation,agent,genotype/antibody,Sample_id,strain,cell_description,infection,controlid,datatype_description,datatype,treatment_description,vendor,tissue_type,read_name_barcode_proc_directive (run),antibody_antibodydescription,antibody_targetdescription,antibody_vendorid,antibody_vendorname,labexpid,Protocol_description,protocol,cell_lineage,cell_sex,replicate_description,bio_material,Development_stage,cell_karyotype,developmental_stage/tissue,tranduced_with,treated_with,Experimental_Factor:_genotype (exp),cell_organism,cell,chip_target,Experimental_Factor:_sex (exp),replication,target,Experimental_Factor:_cell_line (exp),chip-antibody,clinical_history,Experimental_Factor:_cell_type (exp),geographic_location_(country_and/or_sea),softwareversion,specimen_with_known_storage_state,treatment/condition,tumor_stage,tumour_stage,type,Experimental_Factor:_OrganismPart (exp),lab_description,actual_read_length (run),affectedstatus,Experimental_Factor:_KNOCK_DOWN (exp),tag,antibodies,catalog_number,chip_antibody_catalog,chip_antibody_provider,Experimental_Factor:_developmental_stage (exp)
SRX4014852,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg-",,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014853,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg-",,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014854,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg-",,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014855,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg-",,,,D,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014856,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,A,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014857,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,A,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014858,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,A,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014859,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,A,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014860,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,A,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014861,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,A,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014862,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014863,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014864,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014865,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014866,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014867,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014868,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014869,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014870,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014871,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014872,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014873,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014874,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014875,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014876,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ hepatitis,,,,E,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014877,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ hepatitis,,,,E,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014878,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ hepatitis,,,,E,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014879,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ hepatitis,,,,E,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014880,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,C,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014881,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,C,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014882,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,C,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014883,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,C,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014884,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,C,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014885,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,C,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014891,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014892,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014893,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014894,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014895,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014896,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014897,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014898,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014904,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014905,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014906,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014907,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014908,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014909,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014910,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Lamivudin), HBeAg-",,,,D,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014911,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Lamivudin), HBeAg-",,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014912,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Lamivudin), HBeAg-",,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014913,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Lamivudin), HBeAg-",,,,D,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014914,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Lamivudin), HBeAg-",,,,D,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014915,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Lamivudin), HBeAg-",,,,D,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014916,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014917,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014918,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014919,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014920,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014921,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- hepatitis,,,,D,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014922,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,D,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014923,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,D,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014924,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014925,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014926,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,D,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014927,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,D,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014928,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg+ infection,,,,D,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014934,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg+",,,,D,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014935,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg+",,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014936,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg+",,,,D,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014937,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg+",,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014938,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg+",,,,D,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014939,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,"Under therapy (Tenofovir), HBeAg+",,,,D,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014940,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,A,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014941,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,A,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014942,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,A,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014943,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,A,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014944,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,A,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014945,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,A,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014946,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,A,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014947,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,C,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014948,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,C,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014949,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,C,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014950,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,C,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014951,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,C,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014952,liver,liver,"rabbit polyclonal\\, abcam ab8580",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,C,,H3K4me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014953,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,C,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014954,liver,liver,"rabbit polyclonal\\, abcam ab8898",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,C,,H3K9me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014955,liver,liver,"rabbit monoclonal C36B11\\, Cell Signaling Technology 9733S",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,C,,H3K27me3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014956,liver,liver,none,,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,A,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX4014957,liver,liver,"rabbit monoclonal B0422\\, abcam ab41969",,liver biopsy,,,,,,,,,,,,,,,,,HBeAg- infection,,,,A,,H3-ChIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
