Experimental ID,Track type,Cell type class,Cell type
SRX2404134,RELA,Others,Detroit 562
SRX2404135,RELA,Others,Detroit 562
SRX2404136,RELA,Others,Detroit 562
SRX2404137,RELA,Others,Detroit 562
SRX2404139,RELA,Others,Detroit 562
SRX2404140,RELA,Others,Detroit 562
SRX2404141,RELA,Others,Detroit 562
SRX2404142,RELA,Others,Detroit 562
SRX2417121,Epitope tags,Kidney,293
SRX2420128,AR,Prostate,VCaP
SRX2420129,AR,Prostate,VCaP
SRX2420131,AR,Prostate,LNCAP
SRX2420132,AR,Prostate,LNCAP
SRX2420134,AR,Prostate,LNCAP
SRX2420135,AR,Prostate,LNCAP
SRX2430640,KDM4C,Neural,SW 1783
SRX2430641,TCF4,Neural,SW 1783
SRX2431535,POU5F1,Epidermis,BJ
SRX2431536,FOXA2,Epidermis,BJ
SRX2431537,FOXA2,Epidermis,BJ
SRX2431538,GATA4,Epidermis,BJ
SRX2431539,GATA4,Epidermis,BJ
SRX2431540,FOXA2,Epidermis,BJ
SRX2431541,FOXA2,Epidermis,BJ
SRX2431542,FOXA2,Epidermis,BJ
SRX2431543,FOXA2,Epidermis,BJ
SRX2436021,OTX2,Neural,D283 Med
SRX2436022,OTX2,Neural,D283 Med
SRX2436023,NEUROD1,Neural,D283 Med
SRX2436029,OTX2,Neural,D341 Med
SRX2436030,OTX2,Neural,D341 Med
SRX2436031,NEUROD1,Neural,D341 Med
SRX2436037,OTX2,Neural,D341 Med
SRX2436039,OTX2,Neural,D341 Med
SRX2436041,OTX2,Neural,D341 Med
SRX2436043,OTX2,Neural,D341 Med
SRX2436046,OTX2,Neural,D341 Med
SRX2436048,OTX2,Neural,D341 Med
SRX2436050,OTX2,Neural,D341 Med
SRX2436052,OTX2,Neural,D341 Med
SRX2436056,NEUROD1,Neural,D341 Med
SRX2436057,NEUROD1,Neural,D341 Med
SRX2436058,NEUROD1,Neural,D341 Med
SRX2436059,OTX2,Neural,D283 Med
SRX2436060,OTX2,Neural,D283 Med
SRX2436061,NEUROD1,Neural,D283 Med
SRX2436062,NEUROD1,Neural,D283 Med
SRX2436063,NEUROD1,Neural,D283 Med
SRX243627,TEAD4,Digestive tract,MKN-28
SRX243629,TEAD4,Digestive tract,SNU-216
SRX244128,TAL1,Cardiovascular,Primary endothelial cells
SRX2452425,BRD4,Cardiovascular,HUVEC
SRX2452426,BRD4,Cardiovascular,HUVEC
SRX2452427,ETS1,Cardiovascular,HUVEC
SRX2452428,ETS1,Cardiovascular,HUVEC
SRX2452429,ETS1,Cardiovascular,HUVEC
SRX2452430,ETS1,Cardiovascular,HUVEC
SRX2452431,ETS1,Cardiovascular,HUVEC
SRX2452432,ETS1,Cardiovascular,HUVEC
SRX2452447,MYC,Cardiovascular,HUVEC
SRX245740,MYC,Uterus,HeLa
SRX245741,ZBTB17,Uterus,HeLa
SRX2460046,ESR1,Breast,Breast cancer cells
SRX2460047,PGR,Breast,Breast cancer cells
SRX2460050,ESR1,Breast,Breast cancer cells
SRX2460051,PGR,Breast,Breast cancer cells
SRX2460054,ESR1,Breast,Breast cancer cells
SRX2460055,PGR,Breast,Breast cancer cells
SRX2460058,ESR1,Breast,Breast cancer cells
SRX2460059,PGR,Breast,Breast cancer cells
SRX2460062,ESR1,Breast,Breast cancer cells
SRX2460063,PGR,Breast,Breast cancer cells
SRX2460066,ESR1,Breast,Breast cancer cells
SRX2460067,PGR,Breast,Breast cancer cells
SRX246860,MBD3,Breast,MCF-7
SRX246862,MBD3,Breast,MDA-MB-231
SRX2470089,PITX3,Neural,SH-SY5Y
SRX2480568,FOXD3,Lung,A549
SRX248763,Epitope tags,Uterus,HeLa
SRX248766,ASF1A,Uterus,HeLa
SRX248767,HIRA,Uterus,HeLa
SRX248769,RB1,Uterus,HeLa
SRX248894,SFPQ,Prostate,LNCAP
SRX248895,SFPQ,Prostate,LNCAP
SRX248930,ERG,Blood,CD34+
SRX248931,FLI1,Blood,CD34+
SRX248932,TAL1,Blood,CD34+
SRX248933,LYL1,Blood,CD34+
SRX248934,GATA2,Blood,CD34+
SRX248935,RUNX1,Blood,CD34+
SRX248936,LMO2,Blood,CD34+
SRX2493169,AATF,Blood,NALM-6
SRX250091,MYC,Breast,MDA-MB-453
SRX250092,AR,Breast,MDA-MB-453
SRX250093,FOXA1,Breast,MDA-MB-453
SRX250094,TCF7L2,Breast,MDA-MB-453
SRX250095,TCF7L2,Breast,MDA-MB-453
SRX2505193,MTOR,Prostate,LNCAP
SRX2505194,MTOR,Prostate,LNCAP
SRX2510812,NELFA,Uterus,HeLa
SRX2510813,NELFA,Uterus,HeLa
SRX2510820,SUPT5H,Uterus,HeLa
SRX2510821,SUPT5H,Uterus,HeLa
SRX2510822,SUPT5H,Uterus,HeLa
SRX2510823,SUPT5H,Uterus,HeLa
SRX2510824,NELFA,Uterus,HeLa
SRX2510825,NELFA,Uterus,HeLa
SRX2510826,NELFA,Uterus,HeLa
SRX2510827,NELFA,Uterus,HeLa
SRX2511891,CDKN1B,Digestive tract,HCT 116
SRX2511892,KAT2B,Digestive tract,HCT 116
SRX2512463,SREBF2,Pancreas,PANC-1
SRX2512464,SREBF2,Pancreas,PANC-1
SRX2512919,FOXA1,Breast,MCF-7
SRX2512920,FOXA1,Breast,MCF-7
SRX2513052,TET2,Blood,Jurkat
SRX2513053,TET2,Blood,Jurkat
SRX2513054,RUNX1,Kidney,293
SRX2513056,MEN1,Breast,T-47D
SRX2513057,MEN1,Breast,MCF 10A
SRX2514244,ESR1,Uterus,Carcinoma
SRX2514245,ESR1,Uterus,Carcinoma
SRX2514246,ESR1,Uterus,Carcinoma
SRX2514247,ESR1,Uterus,Carcinoma
SRX2514248,ESR1,Uterus,Carcinoma
SRX2514249,ESR1,Uterus,Carcinoma
SRX2514250,ESR1,Uterus,Carcinoma
SRX2514251,ESR1,Uterus,Carcinoma
SRX2514252,ESR1,Uterus,Carcinoma
SRX2514253,ESR1,Uterus,Carcinoma
SRX2514254,ESR1,Uterus,Carcinoma
SRX2514255,ESR1,Uterus,Carcinoma
SRX2514366,GFP,Uterus,HeLa
SRX2514368,GFP,Uterus,HeLa
SRX2514369,GFP,Uterus,HeLa
SRX2514370,GFP,Uterus,HeLa
SRX2514371,GFP,Uterus,HeLa
SRX2514375,GFP,Uterus,HeLa
SRX2524358,MYB,Blood,MV-4-11
SRX2524359,MYB,Blood,MV-4-11
SRX2524360,MYB,Blood,MV-4-11
SRX2524361,MYB,Blood,MV-4-11
SRX2524362,MYB,Blood,MV-4-11
SRX2524363,MYB,Blood,MV-4-11
SRX2524364,MYB,Blood,MV-4-11
SRX2524365,MYB,Blood,MV-4-11
SRX2524366,MYB,Blood,MV-4-11
SRX2527755,Epitope tags,Bone,A-673
SRX2527756,Epitope tags,Bone,A-673
SRX2527757,SMARCA2,Neural,SK-N-MC
SRX2527758,SMARCA2,Neural,SK-N-MC
SRX2527759,SMARCC1,Neural,SK-N-MC
SRX2527760,SMARCC1,Neural,SK-N-MC
SRX2527761,SMARCC1,Neural,SK-N-MC
SRX2529781,Epitope tags,Blood,RAJI
SRX2529782,Epitope tags,Blood,RAJI
SRX2529783,Epitope tags,Blood,RAJI
SRX2529784,Epitope tags,Blood,RAJI
SRX253212,ZFX,Neural,Daoy
SRX253227,SSRP1,Others,Fibrosarcoma
SRX253228,SSRP1,Others,Fibrosarcoma
SRX253229,SSRP1,Others,Fibrosarcoma
SRX253230,SSRP1,Others,Fibrosarcoma
SRX253231,SSRP1,Others,Fibrosarcoma
SRX253232,SSRP1,Others,Fibrosarcoma
SRX2533037,SIRT1,Digestive tract,HCT 116
SRX2533038,MCM2,Digestive tract,HCT 116
SRX2533040,SIRT1,Blood,K-562
SRX2533041,SIRT1,Blood,K-562
SRX2533042,SIRT1,Blood,K-562
SRX2533043,SIRT1,Blood,K-562
SRX2533044,SIRT1,Blood,K-562
SRX2533045,MCM2,Blood,K-562
SRX2533046,MCM2,Blood,K-562
SRX2533047,MCM2,Blood,K-562
SRX2533048,MCM2,Blood,K-562
SRX2533049,MCM2,Blood,K-562
SRX2533050,SIRT1,Blood,K-562
SRX2533317,BRF1,Pluripotent stem cell,hESC H9
SRX2533318,BRF1,Pluripotent stem cell,hESC H9
SRX2533319,BRF1,Pluripotent stem cell,hESC H9
SRX2533320,BRF1,Pluripotent stem cell,hESC H9
SRX2533321,GTF3C1,Pluripotent stem cell,hESC H9
SRX2533322,GTF3C1,Pluripotent stem cell,hESC H9
SRX2533323,GTF3C1,Pluripotent stem cell,hESC H9
SRX2533324,GTF3C1,Pluripotent stem cell,hESC H9
SRX2537515,BRD2,Epidermis,SK-MEL-147
SRX2537516,BRD2,Epidermis,SK-MEL-147
SRX2537517,BRD4,Epidermis,SK-MEL-147
SRX2537518,BRD4,Epidermis,SK-MEL-147
SRX2537520,MED1,Epidermis,SK-MEL-147
SRX2541222,AR,Prostate,Prostate cancer cells
SRX2541227,AR,Prostate,LNCAP
SRX2541229,AR,Prostate,Prostate cancer cells
SRX2541234,COBLL1,Prostate,Prostate cancer cells
SRX2541235,SFPQ,Prostate,Prostate cancer cells
SRX2541237,COBLL1,Prostate,Prostate cancer cells
SRX2541238,SFPQ,Prostate,Prostate cancer cells
SRX2541239,SFPQ,Prostate,Prostate cancer cells
SRX2541240,SFPQ,Prostate,Prostate cancer cells
SRX2541242,AR,Prostate,VCaP
SRX2541243,AR,Prostate,VCaP
SRX2541246,AR,Prostate,Prostate cancer cells
SRX2541247,AR,Prostate,Prostate cancer cells
SRX2545037,AR,Prostate,LNCAP
SRX2545038,AR,Prostate,LNCAP
SRX2545039,AR,Prostate,LNCAP
SRX2545040,AR,Prostate,LNCAP
SRX2545041,ARID1A,Prostate,LNCAP
SRX2545042,ARID1A,Prostate,LNCAP
SRX2545043,ARID1A,Prostate,LNCAP
SRX2545044,ARID1A,Prostate,LNCAP
SRX2545045,SMARCA4,Prostate,LNCAP
SRX2545046,SMARCA4,Prostate,LNCAP
SRX2545047,SMARCA4,Prostate,LNCAP
SRX2545048,SMARCA4,Prostate,LNCAP
SRX2545049,FOXA1,Prostate,LNCAP
SRX2545050,FOXA1,Prostate,LNCAP
SRX2545051,FOXA1,Prostate,LNCAP
SRX2545052,FOXA1,Prostate,LNCAP
SRX2545053,HOXB13,Prostate,LNCAP
SRX2545054,HOXB13,Prostate,LNCAP
SRX2545055,HOXB13,Prostate,LNCAP
SRX2545056,HOXB13,Prostate,LNCAP
SRX2545057,HOXB13,Prostate,LNCAP
SRX2545058,HOXB13,Prostate,LNCAP
SRX2545059,TLE3,Prostate,LNCAP
SRX2545060,TLE3,Prostate,LNCAP
SRX2545061,TLE3,Prostate,LNCAP
SRX2545062,TLE3,Prostate,LNCAP
SRX2545063,TRIM28,Prostate,LNCAP
SRX2545064,TRIM28,Prostate,LNCAP
SRX2545065,TRIM28,Prostate,LNCAP
SRX2545066,TRIM28,Prostate,LNCAP
SRX2545067,WDHD1,Prostate,LNCAP
SRX2545068,WDHD1,Prostate,LNCAP
SRX2545069,WDHD1,Prostate,LNCAP
SRX2545070,WDHD1,Prostate,LNCAP
SRX2548278,IRF4,Blood,KK1
SRX2548280,IRF4,Blood,ST1
SRX2548282,BATF3,Blood,ST1
SRX2548284,BATF3,Blood,KK1
SRX2548286,BATF3,Blood,ST1
SRX2548288,HBZ,Blood,KK1
SRX2548290,HBZ,Blood,ST1
SRX2548292,BRD4,Blood,KK1
SRX2548294,BRD4,Blood,KK1
SRX2548296,BRD4,Blood,ST1
SRX2548298,BRD4,Blood,ST1
SRX2548300,BATF3,Blood,KK1
SRX2558410,YAP1,Cardiovascular,HBMEC
SRX2558412,YAP1,Cardiovascular,HBMEC
SRX2559011,RAD21,Cardiovascular,HUVEC
SRX2559012,RAD21,Cardiovascular,HUVEC
SRX2559013,RAD21,Cardiovascular,HUVEC
SRX2559014,RAD21,Cardiovascular,HUVEC
SRX2565135,E2F1,Prostate,LNCAP
SRX2565136,E2F1,Prostate,LNCAP
SRX256993,NR3C1,Blood,Lymphoblastoid cell line
SRX256994,NR3C1,Blood,Lymphoblastoid cell line
SRX256995,NR3C1,Blood,Lymphoblastoid cell line
SRX256996,NR3C1,Blood,Lymphoblastoid cell line
SRX256997,RELA,Blood,Lymphoblastoid cell line
SRX256998,RELA,Blood,Lymphoblastoid cell line
SRX256999,RELA,Blood,Lymphoblastoid cell line
SRX2570608,CTCF,Blood,HAP1
SRX2570609,CTCF,Blood,HAP1
SRX2570610,CTCF,Blood,HAP1
SRX2570611,CTCF,Blood,HAP1
SRX2570612,SMC1A,Blood,HAP1
SRX2570613,SMC1A,Blood,HAP1
SRX2570614,SMC1A,Blood,HAP1
SRX2570615,SMC1A,Blood,HAP1
SRX2578866,ESR1,Breast,MDA-MB-231
SRX2578867,ESR1,Breast,MDA-MB-231
SRX2578868,ESR1,Breast,MDA-MB-231
SRX2578869,ESR1,Breast,MDA-MB-231
SRX2578870,ESR1,Breast,MDA-MB-231
SRX2578871,ESR1,Breast,MDA-MB-231
SRX2578872,ESR1,Breast,MDA-MB-231
SRX2578873,ESR1,Breast,MDA-MB-231
SRX2578874,ESR1,Breast,MDA-MB-231
SRX2578875,ESR1,Breast,MDA-MB-231
SRX2578876,ESR1,Breast,MDA-MB-231
SRX2578877,ESR1,Breast,MDA-MB-231
SRX2578878,ESR1,Breast,MDA-MB-231
SRX2578879,ESR1,Breast,MDA-MB-231
SRX2578880,ESR1,Breast,MDA-MB-231
SRX2578881,ESR1,Breast,MDA-MB-231
SRX2578882,MED1,Breast,MDA-MB-231
SRX2578883,MED1,Breast,MDA-MB-231
SRX2578884,MED1,Breast,MDA-MB-231
SRX2578885,MED1,Breast,MDA-MB-231
SRX2578886,MED1,Breast,MDA-MB-231
SRX2578887,MED1,Breast,MDA-MB-231
SRX2578888,MED1,Breast,MDA-MB-231
SRX2578889,MED1,Breast,MDA-MB-231
SRX2578890,NCOA1,Breast,MDA-MB-231
SRX2578891,NCOA1,Breast,MDA-MB-231
SRX2578892,NCOA1,Breast,MDA-MB-231
SRX2578893,NCOA1,Breast,MDA-MB-231
SRX2578894,NCOA1,Breast,MDA-MB-231
SRX2578895,NCOA1,Breast,MDA-MB-231
SRX2578896,NCOA1,Breast,MDA-MB-231
SRX2578897,NCOA1,Breast,MDA-MB-231
SRX2578914,EP300,Breast,MDA-MB-231
SRX2578915,EP300,Breast,MDA-MB-231
SRX2578916,EP300,Breast,MDA-MB-231
SRX2578917,EP300,Breast,MDA-MB-231
SRX2578918,EP300,Breast,MDA-MB-231
SRX2578919,EP300,Breast,MDA-MB-231
SRX2578920,EP300,Breast,MDA-MB-231
SRX2578921,EP300,Breast,MDA-MB-231
SRX2582039,KDM4A,Breast,BCSC1
SRX2582041,KDM4A,Breast,BCSC1
SRX2582161,GRHL3,Epidermis,NHEK
SRX2582162,GRHL3,Epidermis,NHEK
SRX2585779,FOSL1,Breast,MDA-MB-231
SRX2585780,MYC,Breast,MDA-MB-231
SRX2585781,E2F1,Breast,MDA-MB-231
SRX2585782,TP53,Breast,MDA-MB-231
SRX2585783,EZH2,Breast,MDA-MB-231
SRX2594215,ERG,Prostate,RWPE-1
SRX2594216,EZH2,Prostate,RWPE-1
SRX259611,RUNX1,Blood,Kasumi-1
SRX259612,RUNX1,Blood,Kasumi-1
SRX259613,AML1-ETO,Blood,Kasumi-1
SRX259614,AML1-ETO,Blood,Kasumi-1
SRX259617,TFAP4,Blood,Kasumi-1
SRX259618,TFAP4,Blood,Kasumi-1
SRX259621,RUNX1,Blood,Kasumi-1
SRX259622,RUNX1,Blood,Kasumi-1
SRX2598521,MORC2,Uterus,HeLa
SRX2598522,MORC2,Uterus,HeLa
SRX2598523,MORC2,Uterus,HeLa
SRX2598525,FAM208A,Uterus,HeLa
SRX2607383,JUN,Lung,HCC827
SRX2607385,JUN,Lung,HCC827
SRX2609659,NR3C1,Lung,HASM2
SRX2609661,NR3C1,Lung,HASM2
SRX2609662,NR3C1,Lung,HASM2
SRX2609664,NR3C1,Lung,HASM2
SRX2610695,EZH2,Gonad,A-1847
SRX2610698,EZH2,Gonad,A-1847
SRX2614800,DNMT3B,Blood,Lymphoblastoid cell line
SRX2614801,DNMT3B,Blood,Lymphoblastoid cell line
SRX2614802,DNMT3B,Blood,Lymphoblastoid cell line
SRX2614803,DNMT3B,Blood,Lymphoblastoid cell line
SRX262218,PHF6,Blood,Jurkat
SRX2628187,ETV1,Digestive tract,GIST-T1
SRX2628189,HAND1,Digestive tract,GIST-T1
SRX2633442,AR,Prostate,R1-AD1
SRX2633443,AR,Prostate,R1-AD1
SRX2633444,AR,Prostate,R1-AD1
SRX2633446,AR,Prostate,R1-D567
SRX2633447,AR,Prostate,R1-D567
SRX264458,MED1,Blood,MM.1S
SRX264460,BRD4,Blood,MM.1S
SRX264461,BRD4,Blood,MM.1S
SRX264462,CDK7,Blood,MM.1S
SRX264463,CDK7,Blood,MM.1S
SRX264464,CDK7,Blood,MM.1S
SRX264465,BRD4,Epidermis,Melanoma
SRX264466,BRD4,Epidermis,Melanoma
SRX2652436,ZBTB48,Uterus,HeLa
SRX2652437,ZBTB48,Uterus,HeLa
SRX2652438,ZBTB48,Uterus,HeLa
SRX2652439,ZBTB48,Uterus,HeLa
SRX2652440,ZBTB48,Uterus,HeLa
SRX2652441,ZBTB48,Uterus,HeLa
SRX2652442,ZBTB48,Uterus,HeLa
SRX2652443,ZBTB48,Uterus,HeLa
SRX2652444,ZBTB48,Bone,U2OS
SRX2652445,ZBTB48,Bone,U2OS
SRX2652446,ZBTB48,Bone,U2OS
SRX2652447,ZBTB48,Bone,U2OS
SRX2652448,ZBTB48,Bone,U2OS
SRX2652449,ZBTB48,Bone,U2OS
SRX2652450,ZBTB48,Bone,U2OS
SRX2652451,ZBTB48,Bone,U2OS
SRX2661484,TCF4,Neural,SH-SY5Y
SRX2661486,TCF4,Neural,SH-SY5Y
SRX2662142,SMARCC1,Breast,HMLE
SRX2662143,SMARCE1,Breast,HMLE
SRX2662145,SMARCC1,Breast,HMLE
SRX2662146,SMARCE1,Breast,HMLE
SRX266855,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells
SRX266856,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells
SRX266859,POU5F1,Pluripotent stem cell,hESC HUES64
SRX266860,SOX2,Pluripotent stem cell,hESC HUES64
SRX266861,SOX2,Pluripotent stem cell,hESC HUES64
SRX266862,NANOG,Pluripotent stem cell,hESC HUES64
SRX266863,NANOG,Pluripotent stem cell,hESC HUES64
SRX2671822,EP300,Pluripotent stem cell,iPS cells
SRX2671829,EP300,Cardiovascular,Cardiac progenitor cells
SRX2671836,EP300,Cardiovascular,Endothelial Cells
SRX2671843,EP300,Pluripotent stem cell,iPS cells
SRX2671850,EP300,Others,Fibroblasts
SRX2671857,EP300,Pluripotent stem cell,iPS cells
SRX268298,FOSL1,Breast,BT-549
SRX268299,JUN,Breast,BT-549
SRX2683578,Epitope tags,Kidney,293
SRX2683579,Epitope tags,Kidney,293
SRX2683590,Epitope tags,Kidney,293
SRX2683591,Epitope tags,Kidney,293
SRX2683597,Epitope tags,Kidney,293
SRX2683598,Epitope tags,Kidney,293
SRX2683604,Epitope tags,Kidney,293
SRX2683605,Epitope tags,Kidney,293
SRX2683610,Epitope tags,Kidney,293
SRX2683611,Epitope tags,Kidney,293
SRX268881,TRF2,Lung,WI-38
SRX268882,NR2F2,Lung,WI-38
SRX268883,NR2C2,Lung,WI-38
SRX268884,HMBOX1,Lung,WI-38
SRX268885,TRF2,Uterus,HeLa
SRX268886,NR2F2,Uterus,HeLa
SRX268887,NR2C2,Uterus,HeLa
SRX268888,HMBOX1,Uterus,HeLa
SRX2705124,MORC2,Uterus,HeLa
SRX2708746,Biotin,Pluripotent stem cell,hES BG01V
SRX2708747,Biotin,Pluripotent stem cell,hES BG01V
SRX2708748,Biotin,Pluripotent stem cell,hES BG01V
SRX2708749,Biotin,Pluripotent stem cell,hES BG01V
SRX2708750,Biotin,Pluripotent stem cell,hES BG01V
SRX2708751,Biotin,Pluripotent stem cell,hES BG01V
SRX2708752,Biotin,Pluripotent stem cell,hES BG01V
SRX2708753,Biotin,Pluripotent stem cell,hES BG01V
SRX2708754,Biotin,Pluripotent stem cell,hES BG01V
SRX2708755,Biotin,Pluripotent stem cell,hES BG01V
SRX2708756,Biotin,Pluripotent stem cell,hES BG01V
SRX2708757,Biotin,Pluripotent stem cell,hES BG01V
SRX271854,EZH2,Blood,OCI-LY-7
SRX271855,EZH2,Blood,Farage
SRX271856,EZH2,Blood,SU-DHL-5
SRX271857,EZH2,Blood,OCI-LY1
SRX271858,EZH2,Blood,SU-DHL-6
SRX271859,EZH2,Blood,WSU-DLCL2
SRX271860,EZH2,Blood,Pfeiffer
SRX2730808,ARID5B,Blood,Jurkat
SRX2731586,ONECUT2,Prostate,22Rv1
SRX2731587,ONECUT2,Prostate,22Rv1
SRX2731653,HOXC5,Prostate,PC-3
SRX2731656,HOXC5,Prostate,PC-3
SRX2731657,HOXC5,Prostate,PC-3
SRX2731658,PBX4,Prostate,PC-3
SRX2731713,SOX2,Lung,Lung cancer cell line
SRX2731930,Epitope tags,Breast,MDA-MB-231
SRX2731931,Epitope tags,Breast,MDA-MB-231
SRX2731932,Epitope tags,Breast,MDA-MB-231
SRX2731933,Epitope tags,Breast,MDA-MB-231
SRX2731934,Epitope tags,Breast,MDA-MB-231
SRX2731935,Epitope tags,Breast,MDA-MB-231
SRX2732061,EZH2,Prostate,LNCAP
SRX2732062,EZH2,Prostate,LNCAP
SRX2732063,EZH2,Prostate,LNCAP
SRX2733342,MAML1,Blood,REC-1
SRX2733347,RBPJ,Blood,REC-1
SRX2733362,MAML1,Blood,SP-49
SRX2733363,RBPJ,Blood,SP-49
SRX2734391,ERG,Cardiovascular,HAEC
SRX2734392,NFE2L2,Cardiovascular,HAEC
SRX2734393,NFE2L2,Cardiovascular,HAEC
SRX2734394,NFE2L2,Cardiovascular,HAEC
SRX2734626,MYC,Digestive tract,HCT 116
SRX2737718,BMI1,Prostate,C4-2
SRX2737719,AR,Prostate,C4-2
SRX2745846,Epitope tags,Breast,MCF 10A
SRX2747227,KAT2A,Neural,U-251 MG
SRX2748845,MYB,Others,Adenoid cystic carcinoma
SRX2748847,MYB,Others,Adenoid cystic carcinoma
SRX2748853,RARA,Others,Adenoid cystic carcinoma
SRX2748855,RARA,Others,Adenoid cystic carcinoma
SRX2755182,EBV-ZEBRA,Blood,GM12878
SRX2755183,EBNA1,Blood,GM12878
SRX2765969,Epitope tags,Kidney,293
SRX2765970,Epitope tags,Kidney,293
SRX2765971,Epitope tags,Kidney,293
SRX2765972,Epitope tags,Kidney,293
SRX2765973,Epitope tags,Kidney,293
SRX2765974,Epitope tags,Kidney,293
SRX276780,RING1,Prostate,DU 145
SRX276781,RING1,Prostate,DU 145
SRX276782,RNF2,Prostate,DU 145
SRX276783,RNF2,Prostate,DU 145
SRX276784,BMI1,Prostate,DU 145
SRX276785,BMI1,Prostate,DU 145
SRX2769830,OTX2,Neural,D283 Med
SRX277131,SOX2,Digestive tract,KYSE-70
SRX277132,TP63,Digestive tract,KYSE-70
SRX277134,SOX2,Digestive tract,T.T
SRX277135,TP63,Digestive tract,T.T
SRX277137,SOX2,Lung,HCC95
SRX277138,TP63,Lung,HCC95
SRX277140,SOX2,Pluripotent stem cell,hESC H9
SRX277585,FANCD2,Kidney,293
SRX277586,FANCD2,Kidney,293
SRX2779402,RUNX1,Epidermis,Dombi23
SRX278416,TFAP4,Digestive tract,DLD-1
SRX278504,TP53,Blood,Lymphoblastoid cells
SRX278506,TP53,Blood,Lymphoblastoid cells
SRX278507,TP53,Blood,Lymphoblastoid cells
SRX278510,TP53,Blood,Lymphoblastoid cells
SRX2793571,LMNA,Prostate,PrEC
SRX2793572,LMNB1,Prostate,PrEC
SRX2793576,LMNA,Prostate,LNCAP
SRX2793577,LMNB1,Prostate,LNCAP
SRX2793578,RB1,Breast,MCF-7
SRX2793579,RB1,Breast,MCF-7
SRX2795362,BRD4,Blood,Mutu
SRX2795363,BRD4,Blood,Mutu
SRX2795364,BRD4,Blood,Mutu
SRX2795365,BRD4,Blood,Mutu
SRX2795366,BRD4,Blood,Akata
SRX2795367,BRD4,Blood,Akata
SRX2795368,BRD4,Blood,Akata
SRX2795369,BRD4,Blood,Akata
SRX2795370,BRD4,Blood,Akata
SRX2795371,BRD4,Blood,Akata
SRX2795372,BRD4,Blood,Akata
SRX2795373,BRD4,Blood,Akata
SRX2796989,ERF,Prostate,VCaP
SRX2796990,ERF,Prostate,VCaP
SRX2796991,ERF,Prostate,VCaP
SRX2796992,ERF,Prostate,VCaP
SRX2796997,AR,Prostate,VCaP
SRX2796998,ERG,Prostate,VCaP
SRX2831679,BCL11A,Blood,Pre-B cell leukemia
SRX2831680,BCL11A,Blood,Burkitt Lymphoma
SRX2837382,RELA,Blood,GM12878
SRX2837383,RELB,Blood,GM12878
SRX2837384,RELB,Blood,GM12878
SRX2837385,REL,Blood,GM12878
SRX2837386,REL,Blood,GM12878
SRX2837387,NFKB1,Blood,GM12878
SRX2837388,NFKB1,Blood,GM12878
SRX2837389,NFKB2,Blood,GM12878
SRX2837390,NFKB2,Blood,GM12878
SRX283754,ETV1,Prostate,LNCAP
SRX283756,AR,Prostate,LNCAP
SRX283757,AR,Prostate,LNCAP
SRX2841992,BRD4,Blood,K-562
SRX2841994,BRD4,Blood,K-562
SRX2841996,BRD4,Blood,K-562
SRX2841998,NUP98,Blood,K-562
SRX2841999,NUP153,Blood,K-562
SRX2842441,FOS,Bone,MNNG
SRX2842442,FOSL1,Bone,MNNG
SRX2842443,FOS,Bone,143B
SRX2842444,FOSL1,Bone,143B
SRX2842445,FOS,Bone,MG-63
SRX2842446,FOSL1,Bone,MG-63
SRX2842447,FOS,Bone,MG-63
SRX2842448,FOSL1,Bone,MG-63
SRX2842449,FOS,Bone,HOS
SRX2842450,FOSL1,Bone,HOS
SRX2850858,APC,Digestive tract,HCT 116
SRX2850860,APC,Digestive tract,HCT 116
SRX285742,HOXB7,Breast,BT-474
SRX285743,HOXB7,Breast,BT-474
SRX285744,HOXB7,Breast,BT-474
SRX285745,HOXB7,Breast,BT-474
SRX2858136,TFCP2,Liver,BEL-7402
SRX2858137,TFCP2,Liver,BEL-7402
SRX2858138,TFCP2,Liver,BEL-7402
SRX2858139,YAP1,Liver,BEL-7402
SRX2858140,YAP1,Liver,BEL-7402
SRX2858141,YAP1,Liver,BEL-7402
SRX2858201,SUZ12,Lung,Lu-130
SRX2862486,TET1,Pluripotent stem cell,hESC HUES8
SRX2862487,DNMT3B,Pluripotent stem cell,hESC HUES8
SRX2862488,DNMT3B,Pluripotent stem cell,hESC HUES8
SRX2867671,GFP,Kidney,293
SRX2867672,GFP,Kidney,293
SRX2867678,Epitope tags,Kidney,293
SRX2867680,Epitope tags,Kidney,293
SRX2871338,ESR1,Breast,T-47D
SRX2871339,ESR1,Breast,T-47D
SRX2871340,ESR1,Breast,T-47D
SRX2871341,ESR1,Breast,T-47D
SRX2871342,GATA3,Breast,T-47D
SRX2871343,GATA3,Breast,T-47D
SRX2871344,GATA3,Breast,T-47D
SRX2871345,GATA3,Breast,T-47D
SRX2871346,FOXA1,Breast,T-47D
SRX2871347,FOXA1,Breast,T-47D
SRX2871348,FOXA1,Breast,T-47D
SRX2871349,FOXA1,Breast,T-47D
SRX2871350,GATA3,Breast,T-47D
SRX2871351,GATA3,Breast,T-47D
SRX2871352,GATA3,Breast,T-47D
SRX2871353,GATA3,Breast,T-47D
SRX2871358,PGR,Breast,T-47D
SRX2871359,PGR,Breast,T-47D
SRX2871360,PGR,Breast,T-47D
SRX2871361,PGR,Breast,T-47D
