Experiment ID,Track type,Cell type class,Cell type,Keyword
SRX6852809,SOX2,Lung,NCI-H520,NCI-H520
SRX6852821,POU3F2,Lung,NCI-H520,NCI-H520
SRX1044122,ASCL1,Lung,NCI-H889,NCI-H889
SRX20108271,MYCL,Lung,NCI-H889,NCI-H889
SRX23994322,CTCF,Gonad,OAW42,OAW42
SRX23994323,CTCF,Gonad,OAW42,OAW42
SRX1678212,PAX8,Gonad,OVSAHO,OVSAHO
SRX18050324,CIC,Prostate,PNT2,PNT2
SRX14998190,SERPINE1,Others,RT-112,RT-112
SRX14998191,SERPINE1,Others,RT-112,RT-112
SRX2267460,BRD4,Others,RT-112,RT-112
SRX2267461,BRD4,Others,RT-112,RT-112
SRX2267462,BRD4,Others,RT-112,RT-112
SRX2267463,BRD4,Others,RT-112,RT-112
SRX3269214,CTCF,Others,RT-112,RT-112
SRX3800330,STAG1,Others,RT-112,RT-112
SRX3800331,STAG1,Others,RT-112,RT-112
SRX3800332,STAG2,Others,RT-112,RT-112
SRX3800333,STAG2,Others,RT-112,RT-112
SRX3800334,SMC1A,Others,RT-112,RT-112
SRX3800335,SMC1A,Others,RT-112,RT-112
SRX2163140,FOXA1,Others,RT4,RT4
SRX2163142,FOXA1,Others,RT4,RT4
DRX000550,PARK7,Neural,SH-SY5Y,SH-SY5Y
SRX017325,PHF8,Neural,SH-SY5Y,SH-SY5Y
SRX017326,ZNF711,Neural,SH-SY5Y,SH-SY5Y
SRX10989726,Epitope tags,Neural,SH-SY5Y,SH-SY5Y
SRX10989727,Epitope tags,Neural,SH-SY5Y,SH-SY5Y
SRX11823554,DNAJC2,Neural,SH-SY5Y,SH-SY5Y
SRX11823556,BRD4,Neural,SH-SY5Y,SH-SY5Y
SRX11926429,CASZ1,Neural,SH-SY5Y,SH-SY5Y
SRX11926430,CASZ1,Neural,SH-SY5Y,SH-SY5Y
SRX12391708,THAP1,Neural,SH-SY5Y,SH-SY5Y
SRX12391709,THAP1,Neural,SH-SY5Y,SH-SY5Y
SRX12391710,SP1,Neural,SH-SY5Y,SH-SY5Y
SRX12391711,SP1,Neural,SH-SY5Y,SH-SY5Y
SRX1295733,CHAT,Neural,SH-SY5Y,SH-SY5Y
SRX1295734,CHAT,Neural,SH-SY5Y,SH-SY5Y
SRX1295735,SATB1,Neural,SH-SY5Y,SH-SY5Y
SRX1295736,SATB1,Neural,SH-SY5Y,SH-SY5Y
SRX20083259,DNA-RNA hybrid,Neural,SH-SY5Y,SH-SY5Y
SRX20083260,DNA-RNA hybrid,Neural,SH-SY5Y,SH-SY5Y
SRX20083261,DNA-RNA hybrid,Neural,SH-SY5Y,SH-SY5Y
SRX20083262,DNA-RNA hybrid,Neural,SH-SY5Y,SH-SY5Y
SRX20083263,DNA-RNA hybrid,Neural,SH-SY5Y,SH-SY5Y
SRX20083264,DNA-RNA hybrid,Neural,SH-SY5Y,SH-SY5Y
SRX20083265,DNA-RNA hybrid,Neural,SH-SY5Y,SH-SY5Y
SRX20083266,DNA-RNA hybrid,Neural,SH-SY5Y,SH-SY5Y
SRX20140873,INTS10,Neural,SH-SY5Y,SH-SY5Y
SRX20140874,INTS10,Neural,SH-SY5Y,SH-SY5Y
SRX20140885,CPSF3L,Neural,SH-SY5Y,SH-SY5Y
SRX20140886,CPSF3L,Neural,SH-SY5Y,SH-SY5Y
SRX20140900,INTS13,Neural,SH-SY5Y,SH-SY5Y
SRX20140901,INTS13,Neural,SH-SY5Y,SH-SY5Y
SRX20517517,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517518,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517519,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517520,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517521,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517522,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517523,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517524,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517525,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517526,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517527,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517528,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517529,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517530,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517531,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20517532,RNA-DNA hybrids,Neural,SH-SY5Y,SH-SY5Y
SRX20738791,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX20738792,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX20738793,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX20738794,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX20738795,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX20738796,YY1,Neural,SH-SY5Y,SH-SY5Y
SRX20738797,YY1,Neural,SH-SY5Y,SH-SY5Y
SRX20738798,YY1,Neural,SH-SY5Y,SH-SY5Y
SRX20738799,YY1,Neural,SH-SY5Y,SH-SY5Y
SRX20738800,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX20738801,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX20738802,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX2470089,PITX3,Neural,SH-SY5Y,SH-SY5Y
SRX2661484,TCF4,Neural,SH-SY5Y,SH-SY5Y
SRX2661486,TCF4,Neural,SH-SY5Y,SH-SY5Y
SRX2845372,SMCHD1,Neural,SH-SY5Y,SH-SY5Y
SRX2845373,SMCHD1,Neural,SH-SY5Y,SH-SY5Y
SRX315187,Biotin,Neural,SH-SY5Y,SH-SY5Y
SRX315188,Biotin,Neural,SH-SY5Y,SH-SY5Y
SRX3422339,INSR,Neural,SH-SY5Y,SH-SY5Y
SRX3422340,INSR,Neural,SH-SY5Y,SH-SY5Y
SRX3433957,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX5064668,MECP2,Neural,SH-SY5Y,SH-SY5Y
SRX5064669,MECP2,Neural,SH-SY5Y,SH-SY5Y
SRX5064670,MECP2,Neural,SH-SY5Y,SH-SY5Y
SRX5064671,MECP2,Neural,SH-SY5Y,SH-SY5Y
SRX7254946,Epitope tags,Neural,SH-SY5Y,SH-SY5Y
SRX7254947,Epitope tags,Neural,SH-SY5Y,SH-SY5Y
SRX7254948,CTCF,Neural,SH-SY5Y,SH-SY5Y
SRX7254949,CEBPD,Neural,SH-SY5Y,SH-SY5Y
SRX7254950,GATA2,Neural,SH-SY5Y,SH-SY5Y
SRX757040,KDM1A,Neural,SH-SY5Y,SH-SY5Y
SRX757041,KDM1A,Neural,SH-SY5Y,SH-SY5Y
SRX757042,KDM1A,Neural,SH-SY5Y,SH-SY5Y
SRX757043,KDM1A,Neural,SH-SY5Y,SH-SY5Y
SRX757044,KDM1A,Neural,SH-SY5Y,SH-SY5Y
SRX757045,KDM1A,Neural,SH-SY5Y,SH-SY5Y
SRX757046,KDM1A,Neural,SH-SY5Y,SH-SY5Y
SRX757047,SVIL,Neural,SH-SY5Y,SH-SY5Y
SRX757048,SVIL,Neural,SH-SY5Y,SH-SY5Y
SRX866613,GATA3,Neural,SH-SY5Y,SH-SY5Y
SRX8670123,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670124,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670125,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670126,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670127,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670128,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670129,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670130,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670134,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670135,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX8670136,ASCL1,Neural,SH-SY5Y,SH-SY5Y
SRX1471738,BRD4,Epidermis,SK-MEL-5,SK-MEL-5
SRX1471739,BRD4,Epidermis,SK-MEL-5,SK-MEL-5
SRX2940751,TP53,Epidermis,SK-MEL-5,SK-MEL-5
SRX100398,FOXP2,Neural,SK-N-MC,SK-N-MC
SRX10475823,EZH2,Neural,SK-N-MC,SK-N-MC
SRX11094572,FLI1,Neural,SK-N-MC,SK-N-MC
SRX13439334,NFIB,Neural,SK-N-MC,SK-N-MC
SRX13439337,Epitope tags,Neural,SK-N-MC,SK-N-MC
SRX13439340,Epitope tags,Neural,SK-N-MC,SK-N-MC
SRX13439343,Epitope tags,Neural,SK-N-MC,SK-N-MC
SRX13439344,NFIB,Neural,SK-N-MC,SK-N-MC
SRX13439345,NFIB,Neural,SK-N-MC,SK-N-MC
SRX13439346,TFAP2A,Neural,SK-N-MC,SK-N-MC
SRX19212559,Epitope tags,Neural,SK-N-MC,SK-N-MC
SRX19212560,HDAC2,Neural,SK-N-MC,SK-N-MC
SRX19212562,RBBP4,Neural,SK-N-MC,SK-N-MC
SRX19212563,FLI1,Neural,SK-N-MC,SK-N-MC
SRX2527757,SMARCA2,Neural,SK-N-MC,SK-N-MC
SRX2527758,SMARCA2,Neural,SK-N-MC,SK-N-MC
SRX2527759,SMARCC1,Neural,SK-N-MC,SK-N-MC
SRX2527760,SMARCC1,Neural,SK-N-MC,SK-N-MC
SRX2527761,SMARCC1,Neural,SK-N-MC,SK-N-MC
SRX9738648,Epitope tags,Neural,SK-N-MC,SK-N-MC
SRX9738649,Epitope tags,Neural,SK-N-MC,SK-N-MC
SRX9738654,FLI1,Neural,SK-N-MC,SK-N-MC
SRX9738655,FLI1,Neural,SK-N-MC,SK-N-MC
SRX9738657,Epitope tags,Neural,SK-N-MC,SK-N-MC
SRX9738658,Epitope tags,Neural,SK-N-MC,SK-N-MC
SRX9738663,FLI1,Neural,SK-N-MC,SK-N-MC
SRX9738664,FLI1,Neural,SK-N-MC,SK-N-MC
SRX026531,ESR1,Breast,T-47D,T-47D
SRX026532,ESR1,Breast,T-47D,T-47D
SRX039145,FOXA1,Breast,T-47D,T-47D
SRX039146,FOXA1,Breast,T-47D,T-47D
SRX100393,CTCF,Breast,T-47D,T-47D
SRX100419,ESR1,Breast,T-47D,T-47D
SRX100454,FOXA1,Breast,T-47D,T-47D
SRX100559,GATA3,Breast,T-47D,T-47D
SRX100564,ESR1,Breast,T-47D,T-47D
SRX100567,EP300,Breast,T-47D,T-47D
SRX100584,ESR1,Breast,T-47D,T-47D
SRX1012594,ESR1,Breast,T-47D,T-47D
SRX1012595,ESR1,Breast,T-47D,T-47D
SRX1012596,ESR1,Breast,T-47D,T-47D
SRX1012597,ESR1,Breast,T-47D,T-47D
SRX1012598,ESR1,Breast,T-47D,T-47D
SRX1012599,ESR1,Breast,T-47D,T-47D
SRX1012600,ESR1,Breast,T-47D,T-47D
SRX1012601,ESR1,Breast,T-47D,T-47D
SRX1012602,ESR1,Breast,T-47D,T-47D
SRX1012606,EP300,Breast,T-47D,T-47D
SRX1012607,EP300,Breast,T-47D,T-47D
SRX1012608,EP300,Breast,T-47D,T-47D
SRX1012609,EP300,Breast,T-47D,T-47D
SRX1012610,EP300,Breast,T-47D,T-47D
SRX1012611,EP300,Breast,T-47D,T-47D
SRX1012612,EP300,Breast,T-47D,T-47D
SRX1012613,EP300,Breast,T-47D,T-47D
SRX1012614,EP300,Breast,T-47D,T-47D
SRX1012615,PGR,Breast,T-47D,T-47D
SRX1012616,PGR,Breast,T-47D,T-47D
SRX1012617,PGR,Breast,T-47D,T-47D
SRX1012618,PGR,Breast,T-47D,T-47D
SRX1012619,PGR,Breast,T-47D,T-47D
SRX1012620,PGR,Breast,T-47D,T-47D
SRX1012621,PGR,Breast,T-47D,T-47D
SRX1012622,PGR,Breast,T-47D,T-47D
SRX1012623,PGR,Breast,T-47D,T-47D
SRX1012675,ESR1,Breast,T-47D,T-47D
SRX1012676,ESR1,Breast,T-47D,T-47D
SRX1012677,ESR1,Breast,T-47D,T-47D
SRX1012702,ESR1,Breast,T-47D,T-47D
SRX1012703,ESR1,Breast,T-47D,T-47D
SRX1012704,ESR1,Breast,T-47D,T-47D
SRX1012705,ESR1,Breast,T-47D,T-47D
SRX1012706,ESR1,Breast,T-47D,T-47D
SRX1012707,ESR1,Breast,T-47D,T-47D
SRX1012708,ESR1,Breast,T-47D,T-47D
SRX1012709,ESR1,Breast,T-47D,T-47D
SRX1012710,ESR1,Breast,T-47D,T-47D
SRX1012711,PGR,Breast,T-47D,T-47D
SRX1012712,PGR,Breast,T-47D,T-47D
SRX1012713,PGR,Breast,T-47D,T-47D
SRX1012714,PGR,Breast,T-47D,T-47D
SRX1012715,PGR,Breast,T-47D,T-47D
SRX1012716,PGR,Breast,T-47D,T-47D
SRX1012717,PGR,Breast,T-47D,T-47D
SRX1012718,PGR,Breast,T-47D,T-47D
SRX1012719,PGR,Breast,T-47D,T-47D
SRX1012720,PGR,Breast,T-47D,T-47D
SRX1012721,PGR,Breast,T-47D,T-47D
SRX1012722,PGR,Breast,T-47D,T-47D
SRX10306462,KDM1A,Breast,T-47D,T-47D
SRX10306465,KDM1A,Breast,T-47D,T-47D
SRX10306471,RCOR1,Breast,T-47D,T-47D
SRX10306472,ESR1,Breast,T-47D,T-47D
SRX10306473,FOXA1,Breast,T-47D,T-47D
SRX10306474,JUN,Breast,T-47D,T-47D
SRX10306475,KDM1A,Breast,T-47D,T-47D
SRX10306478,JUN,Breast,T-47D,T-47D
SRX10306479,SMARCC1,Breast,T-47D,T-47D
SRX10306480,RCOR1,Breast,T-47D,T-47D
SRX10306483,KDM1A,Breast,T-47D,T-47D
SRX10306484,JUN,Breast,T-47D,T-47D
SRX10775015,ESR1,Breast,T-47D,T-47D
SRX10775017,RNF2,Breast,T-47D,T-47D
SRX10775018,ESR1,Breast,T-47D,T-47D
SRX10775020,RNF2,Breast,T-47D,T-47D
SRX10775021,ESR1,Breast,T-47D,T-47D
SRX10775023,RNF2,Breast,T-47D,T-47D
SRX10775024,ESR1,Breast,T-47D,T-47D
SRX10775026,ESR1,Breast,T-47D,T-47D
SRX10775027,RNF2,Breast,T-47D,T-47D
SRX10775028,ESR1,Breast,T-47D,T-47D
SRX10775029,RNF2,Breast,T-47D,T-47D
SRX10775041,RNF2,Breast,T-47D,T-47D
SRX10775042,ESR1,Breast,T-47D,T-47D
SRX10775045,RNF2,Breast,T-47D,T-47D
SRX10775046,ESR1,Breast,T-47D,T-47D
SRX10775049,RNF2,Breast,T-47D,T-47D
SRX10775050,ESR1,Breast,T-47D,T-47D
SRX10775053,RNF2,Breast,T-47D,T-47D
SRX10775054,ESR1,Breast,T-47D,T-47D
SRX10775057,RNF2,Breast,T-47D,T-47D
SRX1131571,BRD4,Breast,T-47D,T-47D
SRX1131572,BRD4,Breast,T-47D,T-47D
SRX11374758,PGR,Breast,T-47D,T-47D
SRX11374759,PGR,Breast,T-47D,T-47D
SRX11374760,PGR,Breast,T-47D,T-47D
SRX11374761,PGR,Breast,T-47D,T-47D
SRX11374762,PGR,Breast,T-47D,T-47D
SRX11374763,PGR,Breast,T-47D,T-47D
SRX11374764,PGR,Breast,T-47D,T-47D
SRX11374765,PGR,Breast,T-47D,T-47D
SRX11374766,PGR,Breast,T-47D,T-47D
SRX11374767,PGR,Breast,T-47D,T-47D
SRX11374768,PGR,Breast,T-47D,T-47D
SRX1161194,NR3C1,Breast,T-47D,T-47D
SRX1161195,NR3C1,Breast,T-47D,T-47D
SRX1161196,NR3C1,Breast,T-47D,T-47D
SRX1161197,NR3C1,Breast,T-47D,T-47D
SRX1161198,ESR1,Breast,T-47D,T-47D
SRX1161199,ESR1,Breast,T-47D,T-47D
SRX1161200,ESR1,Breast,T-47D,T-47D
SRX1161201,ESR1,Breast,T-47D,T-47D
SRX1161202,FOXA1,Breast,T-47D,T-47D
SRX1161203,FOXA1,Breast,T-47D,T-47D
SRX1161204,FOXA1,Breast,T-47D,T-47D
SRX1161205,FOXA1,Breast,T-47D,T-47D
SRX1161206,FOXA1,Breast,T-47D,T-47D
SRX1161207,FOXA1,Breast,T-47D,T-47D
SRX1161208,FOXA1,Breast,T-47D,T-47D
SRX13340673,Epitope tags,Breast,T-47D,T-47D
SRX13340674,Epitope tags,Breast,T-47D,T-47D
SRX13340675,Epitope tags,Breast,T-47D,T-47D
SRX13340676,Epitope tags,Breast,T-47D,T-47D
SRX13340677,Epitope tags,Breast,T-47D,T-47D
SRX13340678,Epitope tags,Breast,T-47D,T-47D
SRX13340679,Epitope tags,Breast,T-47D,T-47D
SRX13340680,Epitope tags,Breast,T-47D,T-47D
SRX13340681,GATA3,Breast,T-47D,T-47D
SRX13340682,GATA3,Breast,T-47D,T-47D
SRX13340683,GATA3,Breast,T-47D,T-47D
SRX13340684,GATA3,Breast,T-47D,T-47D
SRX13340685,GATA3,Breast,T-47D,T-47D
SRX13340686,GATA3,Breast,T-47D,T-47D
SRX13340687,GATA3,Breast,T-47D,T-47D
SRX1336216,ESR1,Breast,T-47D,T-47D
SRX14612962,JUN,Breast,T-47D,T-47D
SRX14612963,JUN,Breast,T-47D,T-47D
SRX14612964,JUN,Breast,T-47D,T-47D
SRX14612969,FOXA1,Breast,T-47D,T-47D
SRX14612970,FOXA1,Breast,T-47D,T-47D
SRX14612971,FOXA1,Breast,T-47D,T-47D
SRX14612972,FOXA1,Breast,T-47D,T-47D
SRX14612977,SMARCC1,Breast,T-47D,T-47D
SRX14612978,SMARCC1,Breast,T-47D,T-47D
SRX14612980,JUN,Breast,T-47D,T-47D
SRX14612984,JUN,Breast,T-47D,T-47D
SRX14612985,JUN,Breast,T-47D,T-47D
SRX14612991,FOXA1,Breast,T-47D,T-47D
SRX14612993,ESR1,Breast,T-47D,T-47D
SRX14612997,JUN,Breast,T-47D,T-47D
SRX14612998,JUN,Breast,T-47D,T-47D
SRX14612999,RCOR1,Breast,T-47D,T-47D
SRX14613000,KDM1A,Breast,T-47D,T-47D
SRX14613001,SMARCC1,Breast,T-47D,T-47D
SRX14613002,SMARCC1,Breast,T-47D,T-47D
SRX14613009,JUN,Breast,T-47D,T-47D
SRX14613010,RCOR1,Breast,T-47D,T-47D
SRX14613014,SMARCC1,Breast,T-47D,T-47D
SRX14613015,JUN,Breast,T-47D,T-47D
SRX1469952,ESR1,Breast,T-47D,T-47D
SRX1469953,ESR1,Breast,T-47D,T-47D
SRX1469954,ESR1,Breast,T-47D,T-47D
SRX14746765,HIF1A,Breast,T-47D,T-47D
SRX14746766,HIF1A,Breast,T-47D,T-47D
SRX14746767,EPAS1,Breast,T-47D,T-47D
SRX14746768,EPAS1,Breast,T-47D,T-47D
SRX15039983,CHD4,Breast,T-47D,T-47D
SRX15039985,CHD4,Breast,T-47D,T-47D
SRX15039986,CHD4,Breast,T-47D,T-47D
SRX15337042,Epitope tags,Breast,T-47D,T-47D
SRX15337043,Epitope tags,Breast,T-47D,T-47D
SRX15391841,FOXA1,Breast,T-47D,T-47D
SRX15391842,FOXA1,Breast,T-47D,T-47D
SRX15391845,ESR1,Breast,T-47D,T-47D
SRX15391846,ESR1,Breast,T-47D,T-47D
SRX15430999,FOXA1,Breast,T-47D,T-47D
SRX15431000,FOXA1,Breast,T-47D,T-47D
SRX15431001,TFE3,Breast,T-47D,T-47D
SRX15431002,TFE3,Breast,T-47D,T-47D
SRX16341656,KDM1A,Breast,T-47D,T-47D
SRX16341657,KDM1A,Breast,T-47D,T-47D
SRX16341658,KDM1A,Breast,T-47D,T-47D
SRX1709953,ESR1,Breast,T-47D,T-47D
SRX1709954,ESR1,Breast,T-47D,T-47D
SRX1709955,ESR1,Breast,T-47D,T-47D
SRX1709956,ESR1,Breast,T-47D,T-47D
SRX1709957,ESR1,Breast,T-47D,T-47D
SRX1709958,ESR1,Breast,T-47D,T-47D
SRX1709959,ESR1,Breast,T-47D,T-47D
SRX1709960,ESR1,Breast,T-47D,T-47D
SRX1709961,ESR1,Breast,T-47D,T-47D
SRX1709962,ESR1,Breast,T-47D,T-47D
SRX1709963,ESR1,Breast,T-47D,T-47D
SRX1709964,ESR1,Breast,T-47D,T-47D
SRX1709971,PGR,Breast,T-47D,T-47D
SRX1709972,ESR1,Breast,T-47D,T-47D
SRX1709973,PGR,Breast,T-47D,T-47D
SRX1709974,ESR1,Breast,T-47D,T-47D
SRX1709975,PGR,Breast,T-47D,T-47D
SRX1709976,ESR1,Breast,T-47D,T-47D
SRX1709977,PGR,Breast,T-47D,T-47D
SRX1709978,ESR1,Breast,T-47D,T-47D
SRX1709983,PGR,Breast,T-47D,T-47D
SRX1709984,ESR1,Breast,T-47D,T-47D
SRX1709985,PGR,Breast,T-47D,T-47D
SRX1709986,ESR1,Breast,T-47D,T-47D
SRX1709987,PGR,Breast,T-47D,T-47D
SRX1709988,ESR1,Breast,T-47D,T-47D
SRX1709989,PGR,Breast,T-47D,T-47D
SRX1709990,ESR1,Breast,T-47D,T-47D
SRX1721564,KDM5A,Breast,T-47D,T-47D
SRX1721565,KDM5A,Breast,T-47D,T-47D
SRX185709,PGR,Breast,T-47D,T-47D
SRX190174,JUND,Breast,T-47D,T-47D
SRX190279,ESR1,Breast,T-47D,T-47D
SRX193384,PGR,Breast,T-47D,T-47D
SRX193385,PGR,Breast,T-47D,T-47D
SRX193386,PGR,Breast,T-47D,T-47D
SRX193387,PGR,Breast,T-47D,T-47D
SRX193388,PGR,Breast,T-47D,T-47D
SRX1936520,SMARCA4,Breast,T-47D,T-47D
SRX1936521,SMARCA4,Breast,T-47D,T-47D
SRX1961155,ESR1,Breast,T-47D,T-47D
SRX1961156,ESR1,Breast,T-47D,T-47D
SRX1961157,FOXA1,Breast,T-47D,T-47D
SRX1961158,FOXA1,Breast,T-47D,T-47D
SRX1961161,ESR1,Breast,T-47D,T-47D
SRX1961162,ESR1,Breast,T-47D,T-47D
SRX1961163,FOXA1,Breast,T-47D,T-47D
SRX1961164,FOXA1,Breast,T-47D,T-47D
SRX19662626,JUN,Breast,T-47D,T-47D
SRX19662627,JUN,Breast,T-47D,T-47D
SRX19662628,KDM1A,Breast,T-47D,T-47D
SRX19662629,KDM1A,Breast,T-47D,T-47D
SRX19662630,MAX,Breast,T-47D,T-47D
SRX19662631,MAX,Breast,T-47D,T-47D
SRX19662632,MYC,Breast,T-47D,T-47D
SRX19662633,MYC,Breast,T-47D,T-47D
SRX19662634,RARA,Breast,T-47D,T-47D
SRX19662636,RARA,Breast,T-47D,T-47D
SRX19662637,TAF1,Breast,T-47D,T-47D
SRX19662638,TAF1,Breast,T-47D,T-47D
SRX19662639,SIN3A,Breast,T-47D,T-47D
SRX19662640,SIN3A,Breast,T-47D,T-47D
SRX19767363,BrdU,Breast,T-47D,T-47D
SRX19767364,BrdU,Breast,T-47D,T-47D
SRX20830442,ESR1,Breast,T-47D,T-47D
SRX20830443,ESR1,Breast,T-47D,T-47D
SRX20830444,ESR1,Breast,T-47D,T-47D
SRX20830445,ESR1,Breast,T-47D,T-47D
SRX20830446,ESR1,Breast,T-47D,T-47D
SRX20830447,ESR1,Breast,T-47D,T-47D
SRX20830448,ESR1,Breast,T-47D,T-47D
SRX20830449,Epitope tags,Breast,T-47D,T-47D
SRX20830450,Epitope tags,Breast,T-47D,T-47D
SRX20830451,ESR1,Breast,T-47D,T-47D
SRX20830452,Epitope tags,Breast,T-47D,T-47D
SRX20830453,Epitope tags,Breast,T-47D,T-47D
SRX20830454,CTCF,Breast,T-47D,T-47D
SRX20830455,CTCF,Breast,T-47D,T-47D
SRX20830456,CTCF,Breast,T-47D,T-47D
SRX20830457,CTCF,Breast,T-47D,T-47D
SRX20830458,CTCF,Breast,T-47D,T-47D
SRX20830459,CTCF,Breast,T-47D,T-47D
SRX20830460,CTCF,Breast,T-47D,T-47D
SRX20830461,Epitope tags,Breast,T-47D,T-47D
SRX20830462,CTCF,Breast,T-47D,T-47D
SRX20830463,Epitope tags,Breast,T-47D,T-47D
SRX20830464,Epitope tags,Breast,T-47D,T-47D
SRX20830465,Epitope tags,Breast,T-47D,T-47D
SRX20830469,PGR,Breast,T-47D,T-47D
SRX20830470,PGR,Breast,T-47D,T-47D
SRX20830471,PGR,Breast,T-47D,T-47D
SRX20830472,PGR,Breast,T-47D,T-47D
SRX20830473,PGR,Breast,T-47D,T-47D
SRX20830474,PGR,Breast,T-47D,T-47D
SRX20830475,PGR,Breast,T-47D,T-47D
SRX20830476,PGR,Breast,T-47D,T-47D
SRX20830482,YAP1,Breast,T-47D,T-47D
SRX20830483,YAP1,Breast,T-47D,T-47D
SRX20830484,YAP1,Breast,T-47D,T-47D
SRX20830485,YAP1,Breast,T-47D,T-47D
SRX20830486,YAP1,Breast,T-47D,T-47D
SRX20830487,YAP1,Breast,T-47D,T-47D
SRX20830488,YAP1,Breast,T-47D,T-47D
SRX20830489,YAP1,Breast,T-47D,T-47D
SRX20830490,CTCF,Breast,T-47D,T-47D
SRX20830491,CTCF,Breast,T-47D,T-47D
SRX20830492,CTCF,Breast,T-47D,T-47D
SRX20830493,CTCF,Breast,T-47D,T-47D
SRX20830494,CTCF,Breast,T-47D,T-47D
SRX20830495,CTCF,Breast,T-47D,T-47D
SRX20830496,CTCF,Breast,T-47D,T-47D
SRX20830497,CTCF,Breast,T-47D,T-47D
SRX24428383,Epitope tags,Breast,T-47D,T-47D
SRX24428387,Epitope tags,Breast,T-47D,T-47D
SRX24428389,Epitope tags,Breast,T-47D,T-47D
SRX24428391,Epitope tags,Breast,T-47D,T-47D
SRX24428393,Epitope tags,Breast,T-47D,T-47D
SRX24428395,Epitope tags,Breast,T-47D,T-47D
SRX2513056,MEN1,Breast,T-47D,T-47D
SRX2588916,KMT2D,Breast,T-47D,T-47D
SRX2588918,KMT2D,Breast,T-47D,T-47D
SRX265420,KDM5B,Breast,T-47D,T-47D
SRX2871338,ESR1,Breast,T-47D,T-47D
SRX2871339,ESR1,Breast,T-47D,T-47D
SRX2871340,ESR1,Breast,T-47D,T-47D
SRX2871341,ESR1,Breast,T-47D,T-47D
SRX2871342,GATA3,Breast,T-47D,T-47D
SRX2871343,GATA3,Breast,T-47D,T-47D
SRX2871344,GATA3,Breast,T-47D,T-47D
SRX2871345,GATA3,Breast,T-47D,T-47D
SRX2871346,FOXA1,Breast,T-47D,T-47D
SRX2871347,FOXA1,Breast,T-47D,T-47D
SRX2871348,FOXA1,Breast,T-47D,T-47D
SRX2871349,FOXA1,Breast,T-47D,T-47D
SRX2871350,GATA3,Breast,T-47D,T-47D
SRX2871351,GATA3,Breast,T-47D,T-47D
SRX2871352,GATA3,Breast,T-47D,T-47D
SRX2871353,GATA3,Breast,T-47D,T-47D
SRX2871358,PGR,Breast,T-47D,T-47D
SRX2871359,PGR,Breast,T-47D,T-47D
SRX2871360,PGR,Breast,T-47D,T-47D
SRX2871361,PGR,Breast,T-47D,T-47D
SRX2871362,PGR,Breast,T-47D,T-47D
SRX2871363,PGR,Breast,T-47D,T-47D
SRX2871364,PGR,Breast,T-47D,T-47D
SRX2871365,PGR,Breast,T-47D,T-47D
SRX2871371,Epitope tags,Breast,T-47D,T-47D
SRX2871372,Epitope tags,Breast,T-47D,T-47D
SRX2915387,PGR,Breast,T-47D,T-47D
SRX2915388,PGR,Breast,T-47D,T-47D
SRX2915389,PGR,Breast,T-47D,T-47D
SRX2915390,PGR,Breast,T-47D,T-47D
SRX2915391,PGR,Breast,T-47D,T-47D
