0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
ERX2242391	BCL11A	Breast	Mammary epithelial cells	NA	21955770,93.1,84.0,121	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=BCL11A(mix)	ArrayExpress-Phenotype=TNBC cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075774	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:34Z	INSDC status=public	Submitter Id=48d476c0-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=BCL11A chipseq	sample name=48d476c0-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242392	CHD8	Breast	Mammary epithelial cells	NA	5392298,96.1,42.2,84	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=CHD8	ArrayExpress-Phenotype=TNBC cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075775	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:35Z	INSDC status=public	Submitter Id=48e31cc0-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=CHD8 chipseq	sample name=48e31cc0-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242393	ARID1A	Breast	Mammary epithelial cells	NA	16504488,96.3,79.9,127	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=ARID1A	ArrayExpress-Phenotype=TNBC cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075776	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:36Z	INSDC status=public	Submitter Id=48eeb580-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=ARID1A chipseq	sample name=48eeb580-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242397	BCL11A	Breast	Mammary epithelial cells	NA	18211572,93.3,49.4,279	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=BCL11A(mix)	ArrayExpress-Phenotype=TNBC cancer (with BCL11A KD)	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075780	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:39Z	INSDC status=public	Submitter Id=491cca60-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=BCL11A chipseq	sample name=491cca60-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242398	CHD8	Breast	Mammary epithelial cells	NA	13868209,74.2,82.2,79	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=CHD8	ArrayExpress-Phenotype=TNBC cancer (with BCL11A KD)	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075781	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:40Z	INSDC status=public	Submitter Id=4929c2b0-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=CHD8 chipseq	sample name=4929c2b0-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242399	ARID1A	Breast	Mammary epithelial cells	NA	23735026,92.8,70.8,250	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=ARID1A	ArrayExpress-Phenotype=TNBC cancer (with BCL11A KD)	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075782	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:40Z	INSDC status=public	Submitter Id=49355b70-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=ARID1A chipseq	sample name=49355b70-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242403	BCL11A	Breast	Mammary epithelial cells	NA	20589659,86.5,84.9,110	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=BCL11A(mix)	ArrayExpress-Phenotype=TNBC cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075774	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:34Z	INSDC status=public	Submitter Id=48d476c0-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=BCL11A chipseq	sample name=48d476c0-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242404	CHD8	Breast	Mammary epithelial cells	NA	92765702,95.9,80.9,776	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=CHD8	ArrayExpress-Phenotype=TNBC cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075775	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:35Z	INSDC status=public	Submitter Id=48e31cc0-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=CHD8 chipseq	sample name=48e31cc0-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242405	BCL11A	Breast	Mammary epithelial cells	NA	112866110,93.3,63.3,1028	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=BCL11A(mix)	ArrayExpress-Phenotype=TNBC cancer (with BCL11A KD)	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075780	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:39Z	INSDC status=public	Submitter Id=491cca60-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=BCL11A chipseq	sample name=491cca60-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242406	CHD8	Breast	Mammary epithelial cells	NA	44833491,75.7,89.8,144	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=CHD8	ArrayExpress-Phenotype=TNBC cancer (with BCL11A KD)	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075781	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:40Z	INSDC status=public	Submitter Id=4929c2b0-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=CHD8 chipseq	sample name=4929c2b0-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242409	ARID1A	Breast	Mammary epithelial cells	NA	63347986,93.0,81.1,532	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=ARID1A	ArrayExpress-Phenotype=TNBC cancer (with BCL11A KD)	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075782	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:40Z	INSDC status=public	Submitter Id=49355b70-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=ARID1A chipseq	sample name=49355b70-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242411	ARID1A	Breast	Mammary epithelial cells	NA	5761204,96.8,63.0,70	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=ARID1A	ArrayExpress-Phenotype=TNBC cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075776	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:36Z	INSDC status=public	Submitter Id=48eeb580-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=ARID1A chipseq	sample name=48eeb580-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2242414	ARID1A	Breast	Mammary epithelial cells	NA	63033890,93.2,81.0,515	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=ARID1A	ArrayExpress-Phenotype=TNBC cancer (with BCL11A KD)	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075782	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:40Z	INSDC status=public	Submitter Id=49355b70-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=ARID1A chipseq	sample name=49355b70-d3f5-11e5-88b1-3c4a9275d6c6									
ERX2666242	ARID1A	Breast	Mammary epithelial cells	NA	5799242,96.8,63.1,65	Illumina HiSeq 2500 paired end sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-DevelopmentalStage=Tumour	ArrayExpress-Immunoprecipitate=ARID1A	ArrayExpress-Phenotype=TNBC cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA first public=2017-10-31	ENA last update=2016-07-12	ENA-CHECKLIST=ERC000011	External Id=SAMEA4075776	INSDC center alias=SC	INSDC center name=Wellcome Sanger Institute	INSDC first public=2017-10-31T10:19:10Z	INSDC last update=2016-07-12T16:58:36Z	INSDC status=public	Submitter Id=48eeb580-d3f5-11e5-88b1-3c4a9275d6c6	common name=human	sample description=ARID1A chipseq	sample name=48eeb580-d3f5-11e5-88b1-3c4a9275d6c6									
ERX371659	BCL11A	Breast	Mammary epithelial cells	NA	5580490,37.1,79.0,31	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BCL11A	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:44:35Z	External Id=SAMEA2189997	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:44:35Z	INSDC status=public	Submitter Id=WKSE_1a-sc-2013-09-23T13:08:56Z-1705797	common name=human	sample description=MDA231 cells BCL11A pulldown	sample name=WKSE_1a-sc-2013-09-23T13:08:56Z-1705797	scientific_name=Homo sapiens							
ERX371660	BRD4	Breast	Mammary epithelial cells	NA	5890924,97.2,21.1,294	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BRD4	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:45:20Z	External Id=SAMEA2189998	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:45:20Z	INSDC status=public	Submitter Id=WKSE_1b-sc-2013-09-23T13:09:05Z-1705798	common name=human	sample description=MDA231 cells BRD4 pulldown	sample name=WKSE_1b-sc-2013-09-23T13:09:05Z-1705798	scientific_name=Homo sapiens							
ERX371663	BCL11A	Breast	Mammary epithelial cells	NA	5375198,88.7,56.3,190	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BCL11A	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:45:20Z	External Id=SAMEA2190001	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:45:20Z	INSDC status=public	Submitter Id=WKSE_2a-sc-2013-09-23T13:09:25Z-1705801	common name=human	sample description=MDA157 cells BCL11A pulldown	sample name=WKSE_2a-sc-2013-09-23T13:09:25Z-1705801	scientific_name=Homo sapiens							
ERX371664	BRD4	Breast	Mammary epithelial cells	NA	7315741,79.6,79.3,257	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BRD4	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:44:35Z	External Id=SAMEA2189994	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:44:35Z	INSDC status=public	Submitter Id=WKSE_2b-sc-2013-09-23T13:08:04Z-1705802	common name=human	sample description=MDA157 cells BRD4 pulldown	sample name=WKSE_2b-sc-2013-09-23T13:08:04Z-1705802	scientific_name=Homo sapiens							
ERX371667	BCL11A	Breast	Mammary epithelial cells	NA	6345248,80.7,72.7,225	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BCL11A	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:45:29Z	External Id=SAMEA2190004	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:45:29Z	INSDC status=public	Submitter Id=WKSE_3a-sc-2013-09-23T13:09:46Z-1705805	common name=human	sample description=MCF10A cells BCL11A pulldown	sample name=WKSE_3a-sc-2013-09-23T13:09:46Z-1705805	scientific_name=Homo sapiens							
ERX371668	BRD4	Breast	Mammary epithelial cells	NA	6539379,99.8,62.3,57	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BRD4	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:44:20Z	External Id=SAMEA2190005	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:44:20Z	INSDC status=public	Submitter Id=WKSE_3b-sc-2013-09-23T13:09:56Z-1705806	common name=human	sample description=MCF10A cells BRD4 pulldown	sample name=WKSE_3b-sc-2013-09-23T13:09:56Z-1705806	scientific_name=Homo sapiens							
ERX371671	BRD4	Breast	Mammary epithelial cells	NA	7765274,96.5,42.1,597	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BRD4	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:44:20Z	External Id=SAMEA2190008	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:44:20Z	INSDC status=public	Submitter Id=WKSE_4a-sc-2013-09-23T13:12:00Z-1705809	common name=human	sample description=T47D cell line	sample name=WKSE_4a-sc-2013-09-23T13:12:00Z-1705809	scientific_name=Homo sapiens							
ERX371674	BCL11A	Breast	Mammary epithelial cells	NA	5470958,37.0,79.0,29	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BCL11A	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:44:35Z	External Id=SAMEA2189997	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:44:35Z	INSDC status=public	Submitter Id=WKSE_1a-sc-2013-09-23T13:08:56Z-1705797	common name=human	sample description=MDA231 cells BCL11A pulldown	sample name=WKSE_1a-sc-2013-09-23T13:08:56Z-1705797	scientific_name=Homo sapiens							
ERX371675	BRD4	Breast	Mammary epithelial cells	NA	5764992,99.7,20.4,192	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BRD4	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:45:20Z	External Id=SAMEA2189998	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:45:20Z	INSDC status=public	Submitter Id=WKSE_1b-sc-2013-09-23T13:09:05Z-1705798	common name=human	sample description=MDA231 cells BRD4 pulldown	sample name=WKSE_1b-sc-2013-09-23T13:09:05Z-1705798	scientific_name=Homo sapiens							
ERX371678	BCL11A	Breast	Mammary epithelial cells	NA	5295943,88.7,56.1,196	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BCL11A	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:45:20Z	External Id=SAMEA2190001	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:45:20Z	INSDC status=public	Submitter Id=WKSE_2a-sc-2013-09-23T13:09:25Z-1705801	common name=human	sample description=MDA157 cells BCL11A pulldown	sample name=WKSE_2a-sc-2013-09-23T13:09:25Z-1705801	scientific_name=Homo sapiens							
ERX371679	BRD4	Breast	Mammary epithelial cells	NA	7197953,79.5,79.1,277	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BRD4	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:44:35Z	External Id=SAMEA2189994	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:44:35Z	INSDC status=public	Submitter Id=WKSE_2b-sc-2013-09-23T13:08:04Z-1705802	common name=human	sample description=MDA157 cells BRD4 pulldown	sample name=WKSE_2b-sc-2013-09-23T13:08:04Z-1705802	scientific_name=Homo sapiens							
ERX371682	BCL11A	Breast	Mammary epithelial cells	NA	6230400,99.8,72.9,34	Illumina HiSeq 2000 sequencing	ArrayExpress-CellType=Mammary Epithelial	ArrayExpress-Genotype=Wildtype	ArrayExpress-GrowthCondition=As described on ATCC	ArrayExpress-Immunoprecipitate=BCL11A	ArrayExpress-OrganismPart=Mammary gland	ArrayExpress-Phenotype=Cancer	ArrayExpress-Sex=female	ArrayExpress-Species=Homo sapiens	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2014-01-07T10:46:39Z	ENA-LAST-UPDATE=2018-03-08T16:45:29Z	External Id=SAMEA2190004	INSDC center name=SC	INSDC first public=2014-01-07T10:46:39Z	INSDC last update=2018-03-08T16:45:29Z	INSDC status=public	Submitter Id=WKSE_3a-sc-2013-09-23T13:09:46Z-1705805	common name=human	sample description=MCF10A cells BCL11A pulldown	sample name=WKSE_3a-sc-2013-09-23T13:09:46Z-1705805	scientific_name=Homo sapiens							
